,읍면동명,이용자수,이용금액,업종명,점포 수,점포당 매출액,총이용자수,동별이용자수,점포당이용자수
35,중앙동,30688,2743967720,숙박업,9,304885302.2222222,599176,5.121700468643604,3409.777777777778
16,아라동,4641,862881384,숙박업,3,287627128.0,599176,0.774563734194961,1547.0
21,예래동,62450,27392932230,숙박업,49,559039433.2653061,599176,10.422647102020107,1274.4897959183672
32,정방동,30688,2743967720,숙박업,26,105537220.0,599176,5.121700468643604,1180.3076923076924
20,영천동,17344,1472723935,숙박업,16,92045245.9375,599176,2.894641974978971,1084.0
