년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
20-Feb,서귀포시,남원읍,건강보조식품 소매업,4,269400,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,골프장 운영업,2844,449900564,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,과실 및 채소 소매업,736,89025270,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,14,171000,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,그외 기타 종합 소매업,8,3190000,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,기타 외국식 음식점업,21,484000,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,기타 주점업,107,20645000,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,기타음식료품위주종합소매업,7683,315686154,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,비알콜 음료점업,1133,11372320,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,빵 및 과자류 소매업,1049,14778440,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,서양식 음식점업,2460,52440700,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,수산물 소매업,189,70805080,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,슈퍼마켓,3286,80153490,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,130,11026000,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,여관업,347,38798163,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,욕탕업,59,625000,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,육류 소매업,587,31293770,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,일반유흥 주점업,124,25726000,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,일식 음식점업,423,38234500,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,전시 및 행사 대행업,1158,31323100,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,중식 음식점업,653,18382500,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,차량용 가스 충전업,272,38571150,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,차량용 주유소 운영업,6402,372962421,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,체인화 편의점,10975,121600600,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",516,11364500,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,한식 음식점업,8256,373200152,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,화장품 및 방향제 소매업,148,5649300,13929324.61,2020-12-15
20-Feb,서귀포시,남원읍,휴양콘도 운영업,1250,59676110,13929324.61,2020-12-15
20-Feb,서귀포시,대륜동,건강보조식품 소매업,25,11500000,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,과실 및 채소 소매업,279,46607415,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,그외 기타 종합 소매업,19,6805000,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,기타 대형 종합 소매업,15866,951484340,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,기타 외국식 음식점업,914,37100220,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,기타음식료품위주종합소매업,4670,146868610,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,마사지업,4,929000,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,비알콜 음료점업,2600,24445050,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,빵 및 과자류 소매업,2412,37501050,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,서양식 음식점업,2750,64754805,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,수산물 소매업,49,5341400,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,슈퍼마켓,2406,57891010,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,9,605000,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,여관업,890,130918259,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,욕탕업,97,9098000,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,육류 소매업,114,9483750,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,일반유흥 주점업,110,16066000,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,일식 음식점업,624,38740100,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,전시 및 행사 대행업,169,5792900,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,중식 음식점업,1167,31069200,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,차량용 주유소 운영업,5340,300084187,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,체인화 편의점,15994,149170490,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",330,11573360,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,한식 음식점업,11897,459951000,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,호텔업,10,1844080,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,화장품 및 방향제 소매업,3,315000,14619366.84,2020-12-15
20-Feb,서귀포시,대륜동,휴양콘도 운영업,18,1378000,14619366.84,2020-12-15
20-Feb,서귀포시,대정읍,건강보조식품 소매업,29,4997000,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,과실 및 채소 소매업,325,33008790,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,32,938000,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,6,204900,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,그외 기타 종합 소매업,4,650000,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,기타 외국식 음식점업,101,1611900,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,기타 주점업,225,44765000,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,기타음식료품위주종합소매업,5066,250386976,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,비알콜 음료점업,2027,29637160,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,빵 및 과자류 소매업,5099,82461325,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,서양식 음식점업,3512,79439680,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,수산물 소매업,505,54977910,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,슈퍼마켓,17114,748526728,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,418,28001000,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,여관업,357,18089310,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,여행사업,1,20000,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,욕탕업,147,7408000,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,육류 소매업,427,25663010,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,일반유흥 주점업,377,93490108,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,일식 음식점업,668,52992900,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,전시 및 행사 대행업,154,913300,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,중식 음식점업,1858,61091000,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,차량용 가스 충전업,176,27389810,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,차량용 주유소 운영업,7006,503147844,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,체인화 편의점,19568,200849430,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2574,45349240,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,한식 음식점업,15217,728224802,17385426.19,2020-12-15
20-Feb,서귀포시,대정읍,화장품 및 방향제 소매업,252,14648500,17385426.19,2020-12-15
20-Feb,서귀포시,대천동,건강보조식품 소매업,11,1124000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,과실 및 채소 소매업,85,13870800,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,관광 민예품 및 선물용품 소매업,62,1548000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,그외 기타 스포츠시설 운영업,3,181000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,그외 기타 종합 소매업,1,100000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,기타 외국식 음식점업,452,17531000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,비알콜 음료점업,1473,10707040,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,빵 및 과자류 소매업,2259,34378030,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,서양식 음식점업,2409,54800290,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,수산물 소매업,105,8391000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,슈퍼마켓,6095,203594730,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,여관업,518,119332721,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,여행사업,2,40000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,일반유흥 주점업,6,2340000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,일식 음식점업,892,53499500,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,전시 및 행사 대행업,4,222000,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,중식 음식점업,502,15378500,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,차량용 가스 충전업,9,2682420,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,차량용 주유소 운영업,6444,345899610,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,체인화 편의점,16306,172659510,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3693,44719080,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,한식 음식점업,8258,314714610,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,호텔업,400,125808857,8684206.771,2020-12-15
20-Feb,서귀포시,대천동,휴양콘도 운영업,485,60074128,8684206.771,2020-12-15
20-Feb,서귀포시,동홍동,건강보조식품 소매업,32,6285349,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,과실 및 채소 소매업,745,61582810,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,50,3484800,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,그외 기타 종합 소매업,21,3920800,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,기타 대형 종합 소매업,8194,494680820,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,기타 외국식 음식점업,1514,63625300,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,기타음식료품위주종합소매업,1262,36899930,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,마사지업,3,300000,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,비알콜 음료점업,2721,23051310,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,빵 및 과자류 소매업,1215,16412700,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,서양식 음식점업,2550,45160280,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,수산물 소매업,278,18800600,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,슈퍼마켓,21456,829952550,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,927,87539900,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,여관업,71,4258536,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,여행사업,32,2348100,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,욕탕업,229,2136500,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,육류 소매업,554,57590902,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,일식 음식점업,620,51639000,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,전시 및 행사 대행업,50,1797500,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,중식 음식점업,841,21637600,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,차량용 가스 충전업,673,39582105,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,차량용 주유소 운영업,2900,200620363,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,체인화 편의점,18436,186061300,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2541,43734980,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,한식 음식점업,13004,623563857,17858110.71,2020-12-15
20-Feb,서귀포시,동홍동,화장품 및 방향제 소매업,9,15756000,17858110.71,2020-12-15
20-Feb,서귀포시,서홍동,건강보조식품 소매업,4,435500,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,과실 및 채소 소매업,18,1485000,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,관광 민예품 및 선물용품 소매업,24,415000,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,기타 외국식 음식점업,774,16420000,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,기타음식료품위주종합소매업,32,1351110,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,내항 여객 운송업,137,14104300,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,비알콜 음료점업,1830,14524200,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,빵 및 과자류 소매업,1236,13516440,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,서양식 음식점업,1257,24222350,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,수산물 소매업,34,2441000,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,슈퍼마켓,473,16390500,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,3,113210,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,여관업,16,1730000,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,욕탕업,503,7162600,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,일식 음식점업,313,12129000,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,전시 및 행사 대행업,39,737600,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,중식 음식점업,636,15341500,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,차량용 가스 충전업,253,29128878,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,차량용 주유소 운영업,2142,129655545,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,체인화 편의점,10260,101372160,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",304,7879700,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,한식 음식점업,5206,190245150,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,호텔업,70,4651208,6718256.621,2020-12-15
20-Feb,서귀포시,서홍동,화장품 및 방향제 소매업,4,2043000,6718256.621,2020-12-15
20-Feb,서귀포시,성산읍,건강보조식품 소매업,38,2772400,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,과실 및 채소 소매업,840,96276710,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,659,16526500,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,그외 기타 분류안된 오락관련 서비스업,197,2979250,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,그외 기타 스포츠시설 운영업,63,3521000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,그외 기타 종합 소매업,2,300000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,기타 수상오락 서비스업,4,1264000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,기타 외국식 음식점업,316,18996000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,기타 주점업,117,19102000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,기타음식료품위주종합소매업,5546,307212510,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,비알콜 음료점업,2023,31671676,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,빵 및 과자류 소매업,2188,30579200,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,서양식 음식점업,4009,74048140,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,수산물 소매업,505,67185900,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,슈퍼마켓,9397,373197455,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,112,16788000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,여관업,1307,85616182,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,여행사업,1,150000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,욕탕업,560,15527100,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,육류 소매업,99,7248000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,일반유흥 주점업,397,100969000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,일식 음식점업,515,39204300,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,전시 및 행사 대행업,2388,82681240,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,중식 음식점업,1778,49439200,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,차량용 가스 충전업,270,28409340,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,차량용 주유소 운영업,6681,415432122,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,체인화 편의점,19840,200453640,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",941,18471890,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,한식 음식점업,17170,778651864,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,호텔업,36,1700000,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,화장품 및 방향제 소매업,257,8934490,13696298.7,2020-12-15
20-Feb,서귀포시,성산읍,휴양콘도 운영업,649,116975223,13696298.7,2020-12-15
20-Feb,서귀포시,송산동,건강보조식품 소매업,83,15392349,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,과실 및 채소 소매업,5136,299159460,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,관광 민예품 및 선물용품 소매업,1080,26333450,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,그외 기타 종합 소매업,32,6720800,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,기타 대형 종합 소매업,8194,494680820,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,기타 수상오락 서비스업,1,550000,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,기타 외국식 음식점업,2039,97739300,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,기타 주점업,744,155348230,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,기타음식료품위주종합소매업,9069,430641680,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,마사지업,18,2192000,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,비알콜 음료점업,7757,72734680,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,빵 및 과자류 소매업,6701,103220175,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,서양식 음식점업,6896,162681705,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,수산물 소매업,2986,250805735,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,슈퍼마켓,29722,1029979851,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,2950,358709960,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,여관업,2282,257129293,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,여행사업,32,2348100,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,욕탕업,256,3050500,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,육류 소매업,2841,191254117,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,일반유흥 주점업,2153,495392000,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,일식 음식점업,4343,308029900,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,전시 및 행사 대행업,65,2593500,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,중식 음식점업,3633,108834800,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,차량용 가스 충전업,782,48357575,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,차량용 주유소 운영업,12630,851974442,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,체인화 편의점,55519,569300610,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",8865,125504920,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,한식 음식점업,44148,1958204741,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,호텔업,885,165468616,20084829.94,2020-12-15
20-Feb,서귀포시,송산동,화장품 및 방향제 소매업,1090,104936290,20084829.94,2020-12-15
20-Feb,서귀포시,안덕면,건강보조식품 소매업,6,625000,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,골프장 운영업,2664,396420875,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,과실 및 채소 소매업,455,31515600,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,212,8534120,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,그외 기타 분류안된 오락관련 서비스업,5,285000,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,그외 기타 스포츠시설 운영업,41,1734000,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,그외 기타 종합 소매업,3,2200000,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,기타 수상오락 서비스업,3,98000,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,기타 외국식 음식점업,403,21070700,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,기타 주점업,74,11380000,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,기타음식료품위주종합소매업,4110,160140980,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,비알콜 음료점업,1027,17322340,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,빵 및 과자류 소매업,553,8617480,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,서양식 음식점업,5074,129154560,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,수산물 소매업,188,11368500,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,슈퍼마켓,1677,38007994,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,121,6634900,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,여관업,437,43832603,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,욕탕업,1043,30475600,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,육류 소매업,179,10940760,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,일반유흥 주점업,12,2170000,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,일식 음식점업,110,5540500,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,전시 및 행사 대행업,3541,97518420,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,중식 음식점업,870,28065800,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,차량용 가스 충전업,111,12709640,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,차량용 주유소 운영업,6488,432450893,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,체인화 편의점,19118,194825080,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",156,5196200,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,한식 음식점업,11819,611366034,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,화장품 및 방향제 소매업,1109,26013280,17737553.33,2020-12-15
20-Feb,서귀포시,안덕면,휴양콘도 운영업,1215,324784092,17737553.33,2020-12-15
20-Feb,서귀포시,영천동,건강보조식품 소매업,4,1748000,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,골프장 운영업,594,103103355,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,과실 및 채소 소매업,92,53859800,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,관광 민예품 및 선물용품 소매업,6,192000,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,그외 기타 종합 소매업,14,1224070,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,기타음식료품위주종합소매업,5750,289364000,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,비알콜 음료점업,762,3689700,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,빵 및 과자류 소매업,708,7304645,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,서양식 음식점업,577,11986085,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,수산물 소매업,10,27749000,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,슈퍼마켓,9321,850262221,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,70,8311000,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,여관업,90,3357560,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,육류 소매업,690,32481320,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,전시 및 행사 대행업,72,1276000,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,중식 음식점업,596,19631500,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,차량용 가스 충전업,126,14499841,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,차량용 주유소 운영업,8761,589832083,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,체인화 편의점,6202,60262420,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,한식 음식점업,4744,240294102,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,호텔업,883,165393616,5134790.03,2020-12-15
20-Feb,서귀포시,영천동,화장품 및 방향제 소매업,2,2453000,5134790.03,2020-12-15
20-Feb,서귀포시,예래동,골프장 운영업,1779,225217500,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,과실 및 채소 소매업,91,7668600,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,관광 민예품 및 선물용품 소매업,60,1478700,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,그외 기타 종합 소매업,1,32400,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,기타 갬블링 및 베팅업,3,10000000,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,기타 외국식 음식점업,88,2387000,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,기타음식료품위주종합소매업,42,2750300,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,면세점,17,4987490,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,비알콜 음료점업,111,900400,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,빵 및 과자류 소매업,172,2620000,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,서양식 음식점업,4066,122820018,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,수산물 소매업,235,12732400,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,슈퍼마켓,375,7029960,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,스포츠 및 레크레이션 용품 임대업,436,31551200,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,여관업,718,235271857,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,욕탕업,247,3184400,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,육류 소매업,256,9321140,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,일반유흥 주점업,115,4015500,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,일식 음식점업,38,5437000,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,전시 및 행사 대행업,1328,40031900,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,중식 음식점업,73,1669000,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,차량용 가스 충전업,140,19770990,5606543.599,2020-12-15
20-Feb,서귀포시,예래동,차량용 주유소 운영업,4838,252165935,5606543.599,2020-12-15
