,년월,읍면동명,이용자수,이용금액,총 유동인구,업종명
177,2019-05-01,도두동,260,85833438,4546967.58199999,숙박업
437,2019-11-01,도두동,953,163739710,16385655.728,소매업
303,2019-08-01,도두동,470,97965150,4387415.383,숙박업
136,2019-04-01,도두동,9785,763079935,21061234.79,식음료
261,2019-07-01,도두동,363,71198389,4376834.187,숙박업
394,2019-10-01,도두동,1074,117225640,17321563.444,소매업
175,2019-05-01,도두동,611,20457600,9093935.16399998,문화레저
308,2019-08-01,도두동,12295,682758957,21937076.915000003,식음료
480,2019-12-01,도두동,900,130195090,16364676.24,소매업
50,2019-02-01,도두동,1021,142515600,15685601.416,소매업
423,2019-11-01,도두동,519,26268700,8192827.864,문화레저
341,2019-09-01,도두동,509,20245900,7398063.614,문화레저
219,2019-06-01,도두동,319,67736607,4213798.178,숙박업
93,2019-03-01,도두동,9573,664770742,20020621.97,식음료
136,2019-04-01,도두동,1319,138805320,16848987.832,소매업
382,2019-10-01,도두동,562,22411100,8660781.722,문화레저
93,2019-03-01,도두동,1285,147435570,16016497.576,소매업
217,2019-06-01,도두동,721,25111800,8427596.356,문화레저
351,2019-09-01,도두동,1090,187729690,14796127.228,소매업
7,2019-01-01,도두동,298,15632700,8069794.88,문화레저
179,2019-05-01,도두동,1241,126649752,18187870.32799996,소매업
133,2019-04-01,도두동,429,16617000,8424493.916,문화레저
7,2019-01-01,도두동,1537,182632720,16139589.76,소매업
394,2019-10-01,도두동,10001,715385632,21651954.305,식음료
223,2019-06-01,동홍동,29856,1126135778,106072708.97999999,식음료
388,2019-10-01,동홍동,133,10625968,18608398.77,숙박업
431,2019-11-01,동홍동,94,8491811,18379810.92,숙박업
94,2019-03-01,동홍동,26856,1033261215,110072570.7,식음료
92,2019-03-01,동홍동,91,8891100,18345428.45,숙박업
8,2019-01-01,동홍동,26551,1077578965,115476905.27999999,식음료
438,2019-11-01,동홍동,28280,1041670415,110278865.52000001,식음료
94,2019-03-01,동홍동,5083,208618730,91727142.25,소매업
220,2019-06-01,동홍동,95,5920750,17678784.83,숙박업
178,2019-05-01,동홍동,113,7480800,18386122.64,숙박업
481,2019-12-01,동홍동,29390,1176932395,115820971.14,식음료
395,2019-10-01,동홍동,29383,1066609175,111650392.61999999,식음료
346,2019-09-01,동홍동,103,6925058,17831733.01,숙박업
266,2019-07-01,동홍동,30721,1119630322,113437503.06000002,식음료
51,2019-02-01,동홍동,23326,922402466,102987798.41999999,식음료
135,2019-04-01,동홍동,93,7802800,17765828.43,숙박업
180,2019-05-01,동홍동,4839,252373099,91930613.2,소매업
8,2019-01-01,동홍동,5190,240965658,96230754.39999999,소매업
262,2019-07-01,동홍동,131,10002885,18906250.51,숙박업
180,2019-05-01,동홍동,30384,1155941928,110316735.84,식음료
474,2019-12-01,동홍동,108,6121708,19303495.19,숙박업
309,2019-08-01,동홍동,32690,1181944806,113726423.27999999,식음료
304,2019-08-01,동홍동,156,11228206,18954403.88,숙박업
51,2019-02-01,동홍동,4390,212121285,85823165.35,소매업
352,2019-09-01,동홍동,27135,978356983,106990398.06000002,식음료
223,2019-06-01,동홍동,4700,223130485,88393924.14999999,소매업
50,2019-02-01,동홍동,67,6264000,17164633.07,숙박업
137,2019-04-01,동홍동,4971,165186970,88829142.15,소매업
137,2019-04-01,동홍동,27013,1055669256,106594970.58000001,식음료
8,2019-01-01,동홍동,80,6326500,19246150.88,숙박업
121,2019-04-01,동홍동,14,1178000,17765828.43,쇼핑
307,2019-09-01,동홍동,14,2240000,17831733.01,쇼핑
342,2019-09-01,동홍동,1018,97803450,35663466.02,문화레저
309,2019-08-01,동홍동,4688,232462512,94772019.39999999,소매업
465,2019-12-01,동홍동,1132,110013020,38606990.38,문화레저
270,2019-08-01,동홍동,9,1390000,18954403.88,쇼핑
134,2019-04-01,동홍동,735,76170750,17765828.43,문화레저
381,2019-11-01,동홍동,11,2297000,18379810.92,쇼핑
481,2019-12-01,동홍동,4907,232460258,96517475.95,소매업
7,2019-01-01,동홍동,6,7121000,19246150.88,쇼핑
92,2019-03-01,동홍동,674,72358500,18345428.45,문화레저
343,2019-10-01,동홍동,19,4725000,18608398.77,쇼핑
233,2019-07-01,동홍동,8,1580000,18906250.51,쇼핑
383,2019-10-01,동홍동,1353,139886590,37216797.54,문화레저
301,2019-08-01,동홍동,950,113715100,37908807.76,문화레저
395,2019-10-01,동홍동,4427,232003703,93041993.85,소매업
176,2019-05-01,동홍동,943,101309800,36772245.28,문화레저
438,2019-11-01,동홍동,4430,216197651,91899054.60000001,소매업
424,2019-11-01,동홍동,1246,111413600,36759621.84,문화레저
352,2019-09-01,동홍동,4358,248331760,89158665.05000001,소매업
266,2019-07-01,동홍동,4721,198400700,94531252.55000001,소매업
417,2019-12-01,동홍동,9,1649600,19303495.19,쇼핑
83,2019-03-01,동홍동,9,999000,18345428.45,쇼핑
50,2019-02-01,동홍동,807,68500700,17164633.07,문화레저
196,2019-06-01,동홍동,9,6551000,17678784.83,쇼핑
218,2019-06-01,동홍동,1011,127146950,35357569.66,문화레저
46,2019-02-01,동홍동,4,514000,17164633.07,쇼핑
158,2019-05-01,동홍동,11,2950000,18386122.64,쇼핑
259,2019-07-01,동홍동,1045,91529610,18906250.51,문화레저
8,2019-01-01,동홍동,1083,74729700,19246150.88,문화레저
136,2019-04-01,봉개동,61,10561000,6940554.318,숙박업
396,2019-10-01,봉개동,697,58903250,21574852.938,소매업
93,2019-03-01,봉개동,92,4021000,6563005.851,문화레저
93,2019-03-01,봉개동,79,3533500,6563005.851,숙박업
439,2019-11-01,봉개동,5527,202732260,33591199.469999954,식음료
95,2019-03-01,봉개동,5033,146132000,26252023.404,식음료
138,2019-04-01,봉개동,1036,84497910,20821662.954,소매업
51,2019-02-01,봉개동,41,2239000,5230138.454,문화레저
95,2019-03-01,봉개동,823,64341400,26252023.404,소매업
9,2019-01-01,봉개동,743,73661208,17911406.286,소매업
179,2019-05-01,봉개동,76,7784750,7102699.76899999,숙박업
347,2019-09-01,봉개동,76,2480000,6420049.704,숙박업
267,2019-07-01,봉개동,5440,160443550,26230550.26,식음료
389,2019-10-01,봉개동,60,1904000,7191617.646,숙박업
310,2019-08-01,봉개동,5830,188679000,29164292.06,식음료
432,2019-11-01,봉개동,74,2845000,6718239.89399999,숙박업
305,2019-08-01,봉개동,71,7534000,7291073.015,숙박업
224,2019-06-01,봉개동,5515,163417510,25479614.624,식음료
263,2019-07-01,봉개동,92,7071000,6557637.565,숙박업
177,2019-05-01,봉개동,17,881000,7102699.76899999,문화레저
475,2019-12-01,봉개동,72,3563000,6796872.727,숙박업
353,2019-09-01,봉개동,5055,166265670,25680198.816,식음료
181,2019-05-01,봉개동,5726,161381089,28410799.07599996,식음료
221,2019-06-01,봉개동,83,3710000,6369903.656,숙박업
135,2019-04-01,봉개동,79,3812000,6940554.318,문화레저
482,2019-12-01,봉개동,671,59499600,20390618.181,소매업
396,2019-10-01,봉개동,6196,201711530,28766470.584,식음료
52,2019-02-01,봉개동,643,59574650,20920553.816,소매업
439,2019-11-01,봉개동,723,77018395,20154719.68199997,소매업
353,2019-09-01,봉개동,730,69296190,25680198.816,소매업
138,2019-04-01,봉개동,5650,161081044,27762217.272,식음료
9,2019-01-01,봉개동,4504,128484696,23881875.048,식음료
52,2019-02-01,봉개동,3862,103414190,20920553.816,식음료
482,2019-12-01,봉개동,5298,189475235,33984363.635,식음료
9,2019-01-01,봉개동,49,1841000,5970468.762,문화레저
181,2019-05-01,봉개동,927,62814800,21308099.30699997,소매업
310,2019-08-01,봉개동,1131,73732400,21873219.044999998,소매업
267,2019-07-01,봉개동,1303,74460950,19672912.695,소매업
51,2019-02-01,봉개동,86,3151500,5230138.454,숙박업
224,2019-06-01,봉개동,1109,98119800,19109710.968000002,소매업
9,2019-01-01,봉개동,78,3330065,5970468.762,숙박업
96,2019-03-01,삼도1동,2782,219337413,56323203.6,소매업
225,2019-06-01,삼도1동,12565,441954070,64337928.36000001,식음료
483,2019-12-01,삼도1동,2482,193453480,58956213.0,소매업
136,2019-04-01,삼도1동,299,94729200,10631668.78,문화레저
8,2019-01-01,삼도1동,149,20312150,11612664.45,쇼핑
384,2019-10-01,삼도1동,405,100736740,10991361.11,문화레저
182,2019-05-01,삼도1동,2543,197518210,54230809.95,소매업
94,2019-03-01,삼도1동,268,64819900,11264640.72,문화레저
10,2019-01-01,삼도1동,239,56298960,11612664.45,문화레저
390,2019-10-01,삼도1동,984,100038371,21982722.22,숙박업
137,2019-04-01,삼도1동,997,109358706,21263337.56,숙박업
53,2019-02-01,삼도1동,2536,195030400,53454602.1,소매업
222,2019-06-01,삼도1동,1035,125013901,21445976.12,숙박업
308,2019-09-01,삼도1동,111,14962800,10780191.47,쇼핑
10,2019-01-01,삼도1동,13735,475307404,69675986.7,식음료
397,2019-10-01,삼도1동,12797,442042131,65948166.66,식음료
84,2019-03-01,삼도1동,148,16813900,11264640.72,쇼핑
343,2019-09-01,삼도1동,271,77156100,10780191.47,문화레저
52,2019-02-01,삼도1동,873,93541513,21381840.84,숙박업
271,2019-08-01,삼도1동,112,15736200,11281173.36,쇼핑
306,2019-08-01,삼도1동,1007,84171408,22562346.72,숙박업
466,2019-12-01,삼도1동,269,123129400,11791242.6,문화레저
260,2019-07-01,삼도1동,248,94246000,11353721.24,문화레저
180,2019-05-01,삼도1동,983,107906441,21692323.98,숙박업
311,2019-08-01,삼도1동,13807,463612258,67687040.16,식음료
302,2019-08-01,삼도1동,225,49287000,11281173.36,문화레저
440,2019-11-01,삼도1동,2395,168037860,55568808.650000006,소매업
197,2019-06-01,삼도1동,149,18352900,10722988.06,쇼핑
10,2019-01-01,삼도1동,2982,234305734,58063322.25,소매업
139,2019-04-01,삼도1동,13426,441336445,63790012.68,식음료
344,2019-10-01,삼도1동,153,23561111,10991361.11,쇼핑
311,2019-08-01,삼도1동,2424,178548240,56405866.8,소매업
159,2019-05-01,삼도1동,134,20080890,10846161.99,쇼핑
225,2019-06-01,삼도1동,2378,195188530,53614940.300000004,소매업
94,2019-03-01,삼도1동,1041,165390276,22529281.44,숙박업
268,2019-07-01,삼도1동,13700,444354598,68122327.44,식음료
418,2019-12-01,삼도1동,124,12808700,11791242.6,쇼핑
425,2019-11-01,삼도1동,316,114624600,11113761.73,문화레저
139,2019-04-01,삼도1동,2729,155490196,53158343.9,소매업
476,2019-12-01,삼도1동,953,180464197,23582485.2,숙박업
53,2019-02-01,삼도1동,11492,393226078,64145522.52,식음료
234,2019-07-01,삼도1동,150,22282650,11353721.24,쇼핑
264,2019-07-01,삼도1동,1037,107751455,22707442.48,숙박업
52,2019-02-01,삼도1동,239,71826200,10690920.42,문화레저
348,2019-09-01,삼도1동,942,88942794,21560382.94,숙박업
10,2019-01-01,삼도1동,933,113698056,23225328.9,숙박업
382,2019-11-01,삼도1동,138,16211700,11113761.73,쇼핑
354,2019-09-01,삼도1동,2555,217689940,53900957.35,소매업
268,2019-07-01,삼도1동,2253,142976350,56768606.2,소매업
219,2019-06-01,삼도1동,249,89277400,10722988.06,문화레저
47,2019-02-01,삼도1동,131,17874700,10690920.42,쇼핑
397,2019-10-01,삼도1동,2418,187864216,54956805.55,소매업
182,2019-05-01,삼도1동,13199,440261255,65076971.940000005,식음료
96,2019-03-01,삼도1동,14216,465935103,67587844.32000001,식음료
440,2019-11-01,삼도1동,12553,437785044,66682570.38000001,식음료
483,2019-12-01,삼도1동,12869,480786322,70747455.6,식음료
178,2019-05-01,삼도1동,326,87988200,10846161.99,문화레저
122,2019-04-01,삼도1동,140,22855050,10631668.78,쇼핑
433,2019-11-01,삼도1동,1031,140689080,22227523.46,숙박업
354,2019-09-01,삼도1동,11586,388551965,64681148.82,식음료
226,2019-06-01,삼도2동,19263,819723562,46058429.01,식음료
48,2019-02-01,삼도2동,71,18873642,7550064.552,쇼핑
303,2019-08-01,삼도2동,250,36492450,8167248.53,문화레저
183,2019-05-01,삼도2동,19987,820172722,48629210.33399994,식음료
344,2019-09-01,삼도2동,196,24165300,7605437.78,문화레저
223,2019-06-01,삼도2동,2786,861491660,15352809.67,숙박업
9,2019-01-01,삼도2동,60,12549737,8253410.253,쇼핑
434,2019-11-01,삼도2동,2344,729874489,16479250.172,숙박업
272,2019-08-01,삼도2동,71,23302810,8167248.53,쇼핑
383,2019-11-01,삼도2동,93,15942270,8239625.086,쇼핑
265,2019-07-01,삼도2동,2822,622959125,15982403.508,숙박업
179,2019-05-01,삼도2동,252,37193800,8104868.38899999,문화레저
198,2019-06-01,삼도2동,72,23386064,7676404.835,쇼핑
467,2019-12-01,삼도2동,204,26821900,8335084.543,문화레저
419,2019-12-01,삼도2동,90,24039736,8335084.543,쇼핑
226,2019-06-01,삼도2동,1702,147767692,38382024.175,소매업
477,2019-12-01,삼도2동,2508,1031903541,16670169.086,숙박업
11,2019-01-01,삼도2동,1766,87925855,41267051.265,소매업
235,2019-07-01,삼도2동,49,12410900,7991201.754,쇼핑
355,2019-09-01,삼도2동,18477,767233745,45632626.68,식음료
137,2019-04-01,삼도2동,185,46865400,7834791.355,문화레저
307,2019-08-01,삼도2동,3198,748859134,16334497.06,숙박업
484,2019-12-01,삼도2동,1601,76366805,41675422.714999996,소매업
53,2019-02-01,삼도2동,2758,489287760,15100129.104,숙박업
312,2019-08-01,삼도2동,1713,75815220,40836242.65,소매업
11,2019-01-01,삼도2동,18940,742293090,49520461.518,식음료
345,2019-10-01,삼도2동,58,15201200,8122314.542,쇼핑
269,2019-07-01,삼도2동,1701,65786765,39956008.769999996,소매업
97,2019-03-01,삼도2동,19468,780814495,48582875.7,식음료
484,2019-12-01,삼도2동,20790,893156074,50010507.257999994,식음료
441,2019-11-01,삼도2동,20143,901012156,49437750.516,식음료
123,2019-04-01,삼도2동,93,16893300,7834791.355,쇼핑
95,2019-03-01,삼도2동,155,41515600,8097145.95,문화레저
398,2019-10-01,삼도2동,1686,83090872,40611572.71,소매업
95,2019-03-01,삼도2동,2746,636972557,16194291.9,숙박업
426,2019-11-01,삼도2동,218,34218850,8239625.086,문화레저
140,2019-04-01,삼도2동,1368,94957422,39173956.775000006,소매업
269,2019-07-01,삼도2동,20044,801083856,47947210.524,식음료
53,2019-02-01,삼도2동,137,18178100,7550064.552,문화레저
54,2019-02-01,삼도2동,17296,679704586,45300387.312,식음료
349,2019-09-01,삼도2동,2443,552697171,15210875.56,숙박업
355,2019-09-01,삼도2동,1606,84247832,38027188.9,소매업
220,2019-06-01,삼도2동,263,37930750,7676404.835,문화레저
97,2019-03-01,삼도2동,1581,105281168,40485729.75,소매업
160,2019-05-01,삼도2동,90,24919643,8104868.38899999,쇼핑
11,2019-01-01,삼도2동,3158,625918150,16506820.506,숙박업
441,2019-11-01,삼도2동,1727,82579930,41198125.43,소매업
183,2019-05-01,삼도2동,1651,96534384,40524341.94499995,소매업
138,2019-04-01,삼도2동,3149,868548719,15669582.71,숙박업
54,2019-02-01,삼도2동,1494,87046217,37750322.76,소매업
140,2019-04-01,삼도2동,19020,805458891,47008748.13000001,식음료
11,2019-01-01,삼도2동,174,26722800,8253410.253,문화레저
309,2019-09-01,삼도2동,68,13465370,7605437.78,쇼핑
261,2019-07-01,삼도2동,345,40009800,7991201.754,문화레저
181,2019-05-01,삼도2동,3050,821193702,16209736.77799998,숙박업
312,2019-08-01,삼도2동,21669,830050439,49003491.18,식음료
391,2019-10-01,삼도2동,2828,902738345,16244629.084,숙박업
385,2019-10-01,삼도2동,245,37641750,8122314.542,문화레저
85,2019-03-01,삼도2동,82,25647564,8097145.95,쇼핑
398,2019-10-01,삼도2동,20549,790004318,48733887.252000004,식음료
221,2019-06-01,삼양동,796,30389400,17559776.0,문화레저
262,2019-07-01,삼양동,1103,41744100,18744532.89,문화레저
313,2019-08-01,삼양동,33188,980679786,112448211.11999999,식음료
308,2019-08-01,삼양동,83,13945540,18741368.52,숙박업
270,2019-07-01,삼양동,31536,938087115,112467197.34,식음료
266,2019-07-01,삼양동,87,8315700,18744532.89,숙박업
227,2019-06-01,삼양동,29032,882734616,105358656.0,식음료
49,2019-02-01,삼양동,488,14814131,17313637.14,쇼핑
180,2019-05-01,삼양동,740,29542600,18175689.9,문화레저
392,2019-10-01,삼양동,103,13618980,18013820.1,숙박업
199,2019-06-01,삼양동,507,15304700,17559776.0,쇼핑
270,2019-07-01,삼양동,5310,247341618,93722664.45,소매업
12,2019-01-01,삼양동,27207,863517906,115750392.18,식음료
12,2019-01-01,삼양동,553,24068520,19291732.03,문화레저
86,2019-03-01,삼양동,529,16529731,18108425.58,쇼핑
161,2019-05-01,삼양동,591,16730951,18175689.9,쇼핑
435,2019-11-01,삼양동,96,16928065,16238957.49,숙박업
124,2019-04-01,삼양동,570,18364570,17423768.24,쇼핑
384,2019-11-01,삼양동,539,18114323,16238957.49,쇼핑
12,2019-01-01,삼양동,110,14665340,19291732.03,숙박업
141,2019-04-01,삼양동,27573,831460197,104542609.43999998,식음료
304,2019-08-01,삼양동,847,32814900,18741368.52,문화레저
182,2019-05-01,삼양동,85,9675800,18175689.9,숙박업
442,2019-11-01,삼양동,5103,281149937,81194787.45,소매업
184,2019-05-01,삼양동,5873,346080827,90878449.5,소매업
55,2019-02-01,삼양동,5273,283546422,69254548.56,소매업
310,2019-09-01,삼양동,408,14024870,17529366.84,쇼핑
96,2019-03-01,삼양동,647,28679510,18108425.58,문화레저
386,2019-10-01,삼양동,987,46619164,18013820.1,문화레저
139,2019-04-01,삼양동,111,12582566,17423768.24,숙박업
98,2019-03-01,삼양동,6048,287685225,90542127.89999999,소매업
313,2019-08-01,삼양동,5396,317222430,93706842.6,소매업
346,2019-10-01,삼양동,520,16929806,18013820.1,쇼핑
485,2019-12-01,삼양동,28522,901971781,102560995.08000001,식음료
98,2019-03-01,삼양동,26643,833100133,108650553.47999999,식음료
442,2019-11-01,삼양동,28494,844314923,97433744.94,식음료
399,2019-10-01,삼양동,5567,310415746,90069100.5,소매업
96,2019-03-01,삼양동,119,12356746,18108425.58,숙박업
356,2019-09-01,삼양동,5304,287625654,87646834.2,소매업
141,2019-04-01,삼양동,5833,249162235,87118841.19999999,소매업
54,2019-02-01,삼양동,561,24079690,17313637.14,문화레저
427,2019-11-01,삼양동,836,37878100,16238957.49,문화레저
55,2019-02-01,삼양동,24450,755997132,103881822.84,식음료
399,2019-10-01,삼양동,29180,875009767,108082920.6,식음료
54,2019-02-01,삼양동,106,21535995,17313637.14,숙박업
350,2019-09-01,삼양동,88,9649880,17529366.84,숙박업
138,2019-04-01,삼양동,616,24433580,17423768.24,문화레저
224,2019-06-01,삼양동,134,13267900,17559776.0,숙박업
236,2019-07-01,삼양동,564,15320470,18744532.89,쇼핑
184,2019-05-01,삼양동,29205,890261561,109054139.4,식음료
10,2019-01-01,삼양동,503,15856073,19291732.03,쇼핑
478,2019-12-01,삼양동,113,18474700,17093499.18,숙박업
420,2019-12-01,삼양동,479,15983710,17093499.18,쇼핑
485,2019-12-01,삼양동,5031,265145820,85467495.9,소매업
227,2019-06-01,삼양동,5602,292291340,87798880.0,소매업
356,2019-09-01,삼양동,26928,818329593,105176201.04,식음료
12,2019-01-01,삼양동,5885,259904182,77166928.12,소매업
273,2019-08-01,삼양동,619,16029722,18741368.52,쇼핑
345,2019-09-01,삼양동,920,39029400,17529366.84,문화레저
468,2019-12-01,삼양동,666,31750560,17093499.18,문화레저
237,2019-07-01,서홍동,4,224000,6691651.89,쇼핑
55,2019-02-01,서홍동,5,280830,11846234.328,문화레저
267,2019-07-01,서홍동,221,25385910,13383303.78,숙박업
222,2019-06-01,서홍동,9,685000,13032645.678,문화레저
13,2019-01-01,서홍동,8,2530250,13454303.87799998,문화레저
13,2019-01-01,서홍동,241,37253105,13454303.87799998,숙박업
97,2019-03-01,서홍동,242,35974751,13024159.238,숙박업
200,2019-06-01,서홍동,3,716000,6516322.839,쇼핑
347,2019-10-01,서홍동,3,221000,7161729.709,쇼핑
385,2019-11-01,서홍동,4,310000,7041429.85799999,쇼핑
443,2019-11-01,서홍동,11921,358265984,42248579.147999935,식음료
55,2019-02-01,서홍동,249,43457199,11846234.328,숙박업
162,2019-05-01,서홍동,3,1182000,6258528.62,쇼핑
225,2019-06-01,서홍동,191,21778834,13032645.678,숙박업
181,2019-05-01,서홍동,7,7112650,12517057.24,문화레저
274,2019-08-01,서홍동,5,550000,6918475.164,쇼핑
140,2019-04-01,서홍동,194,27986579,12299722.612,숙박업
421,2019-12-01,서홍동,5,881000,7430551.528,쇼핑
97,2019-03-01,서홍동,13,1260000,13024159.238,문화레저
311,2019-09-01,서홍동,7,913200,6611895.83,쇼핑
139,2019-04-01,서홍동,16,15835250,12299722.612,문화레저
486,2019-12-01,서홍동,12195,388347189,44583309.168,식음료
183,2019-05-01,서홍동,222,29841459,12517057.24,숙박업
400,2019-10-01,서홍동,12330,356811130,42970378.254,식음료
314,2019-08-01,서홍동,14255,418028850,41510850.984,식음료
309,2019-08-01,서홍동,209,31789986,13836950.328,숙박업
357,2019-09-01,서홍동,10678,309816443,39671374.98,식음료
351,2019-09-01,서홍동,111,18909023,13223791.66,숙박업
13,2019-01-01,서홍동,11621,362451365,40362911.63399994,식음료
185,2019-05-01,서홍동,1100,27289720,25034114.48,소매업
56,2019-02-01,서홍동,928,26104210,29615585.82,소매업
87,2019-03-01,서홍동,4,9470000,6512079.619,쇼핑
443,2019-11-01,서홍동,1035,41426930,28165719.43199996,소매업
185,2019-05-01,서홍동,12278,354930960,37551171.72,식음료
142,2019-04-01,서홍동,11421,360323596,36899167.836,식음료
228,2019-06-01,서홍동,1066,31046660,26065291.356,소매업
486,2019-12-01,서홍동,919,29012260,29722206.112,소매업
393,2019-10-01,서홍동,170,23551979,14323459.418,숙박업
305,2019-08-01,서홍동,6,2811300,6918475.164,문화레저
11,2019-01-01,서홍동,3,206000,6727151.93899999,쇼핑
263,2019-07-01,서홍동,9,9815970,6691651.89,문화레저
56,2019-02-01,서홍동,9826,303741496,35538702.984,식음료
346,2019-09-01,서홍동,2,265000,6611895.83,문화레저
228,2019-06-01,서홍동,11860,356926328,39097937.034,식음료
428,2019-11-01,서홍동,7,9220000,7041429.85799999,문화레저
314,2019-08-01,서홍동,1129,25521810,27673900.656,소매업
50,2019-02-01,서홍동,5,1366800,5923117.164,쇼핑
357,2019-09-01,서홍동,950,42020510,26447583.32,소매업
271,2019-07-01,서홍동,981,19875660,26766607.56,소매업
400,2019-10-01,서홍동,1055,39072510,28646918.836,소매업
469,2019-12-01,서홍동,7,12270000,7430551.528,문화레저
99,2019-03-01,서홍동,11043,330693515,39072477.714,식음료
479,2019-12-01,서홍동,153,17397623,14861103.056,숙박업
142,2019-04-01,서홍동,1117,28413000,24599445.224,소매업
99,2019-03-01,서홍동,1117,39190270,32560398.095,소매업
436,2019-11-01,서홍동,163,27021286,14082859.71599998,숙박업
13,2019-01-01,서홍동,1070,39929240,33635759.69499995,소매업
271,2019-07-01,서홍동,12142,346865236,40149911.339999996,식음료
125,2019-04-01,서홍동,7,1700000,6149861.306,쇼핑
387,2019-10-01,서홍동,12,6138000,7161729.709,문화레저
487,2019-12-01,성산읍,40320,1666839939,98065915.26000002,식음료
12,2019-01-01,성산읍,397,14033700,16621684.52,쇼핑
480,2019-12-01,성산읍,2426,191684097,32688638.42,숙박업
186,2019-05-01,성산읍,40437,1723063309,102630508.91999999,식음료
226,2019-06-01,성산읍,3170,302677289,31831021.12,숙박업
140,2019-04-01,성산읍,64,1937200,32543132.34,문화레저
238,2019-07-01,성산읍,399,9823898,17265132.76,쇼핑
56,2019-02-01,성산읍,2553,177628506,30419945.46,숙박업
315,2019-08-01,성산읍,10987,371926260,93354158.2,소매업
487,2019-12-01,성산읍,7814,356996779,81721596.05000001,소매업
358,2019-09-01,성산읍,39009,1642146049,94953750.11999999,식음료
143,2019-04-01,성산읍,39390,1767041626,97629397.02,식음료
386,2019-11-01,성산읍,361,13742370,15557380.77,쇼핑
444,2019-11-01,성산읍,38708,1683018804,93344284.61999999,식음료
401,2019-10-01,성산읍,8728,383580514,85656514.9,소매업
100,2019-03-01,성산읍,39839,1668595627,96613232.1,식음료
98,2019-03-01,성산읍,2537,178070064,32204410.7,숙박업
100,2019-03-01,성산읍,8499,364858500,80511026.75,소매업
388,2019-10-01,성산읍,159,9065100,34262605.96,문화레저
141,2019-04-01,성산읍,2512,197375383,32543132.34,숙박업
358,2019-09-01,성산읍,7656,387135430,79128125.1,소매업
56,2019-02-01,성산읍,47,1801500,30419945.46,문화레저
98,2019-03-01,성산읍,69,2915000,32204410.7,문화레저
143,2019-04-01,성산읍,8291,320738510,81357830.85,소매업
312,2019-09-01,성산읍,323,12218800,15825625.02,쇼핑
57,2019-02-01,성산읍,8124,342217214,76049863.65,소매업
444,2019-11-01,성산읍,7621,330969596,77786903.85,소매업
184,2019-05-01,성산읍,2606,216490887,34210169.64,숙박업
429,2019-11-01,성산읍,167,7676700,31114761.54,문화레저
347,2019-09-01,성산읍,156,6175000,31651250.04,문화레저
275,2019-08-01,성산읍,557,11959850,18670831.64,쇼핑
57,2019-02-01,성산읍,36347,1539551412,91259836.38000001,식음료
14,2019-01-01,성산읍,9075,428818089,83108422.6,소매업
186,2019-05-01,성산읍,8226,293420380,85525424.1,소매업
401,2019-10-01,성산읍,44643,1879273162,102787817.88000001,식음료
348,2019-10-01,성산읍,367,16807200,17131302.98,쇼핑
126,2019-04-01,성산읍,386,12248860,16271566.17,쇼핑
51,2019-02-01,성산읍,346,9324110,15209972.73,쇼핑
201,2019-06-01,성산읍,436,12623760,15915510.56,쇼핑
422,2019-12-01,성산읍,329,13568390,16344319.21,쇼핑
182,2019-05-01,성산읍,88,3096000,34210169.64,문화레저
14,2019-01-01,성산읍,77,2462000,33243369.04,문화레저
229,2019-06-01,성산읍,41415,1847831119,95493063.36,식음료
310,2019-08-01,성산읍,3993,273847194,37341663.28,숙박업
88,2019-03-01,성산읍,435,15371470,16102205.35,쇼핑
163,2019-05-01,성산읍,481,14471090,17105084.82,쇼핑
229,2019-06-01,성산읍,8272,349874800,79577552.8,소매업
394,2019-10-01,성산읍,2703,212021898,34262605.96,숙박업
315,2019-08-01,성산읍,55353,2257596049,112024989.84,식음료
14,2019-01-01,성산읍,2440,265859281,33243369.04,숙박업
264,2019-07-01,성산읍,151,5698200,34530265.52,문화레저
272,2019-07-01,성산읍,44186,1766701556,103590796.56000002,식음료
223,2019-06-01,성산읍,139,6182500,31831021.12,문화레저
14,2019-01-01,성산읍,38771,1682784548,99730107.11999999,식음료
272,2019-07-01,성산읍,8773,324568225,86325663.80000001,소매업
306,2019-08-01,성산읍,188,5966200,37341663.28,문화레저
268,2019-07-01,성산읍,3984,289216003,34530265.52,숙박업
437,2019-11-01,성산읍,2234,188907907,31114761.54,숙박업
470,2019-12-01,성산읍,113,5953500,32688638.42,문화레저
352,2019-09-01,성산읍,2377,161498594,31651250.04,숙박업
359,2019-09-01,송산동,27656,1471204853,100747529.80000001,소매업
164,2019-05-01,송산동,1842,125043739,20880865.61,쇼핑
445,2019-11-01,송산동,29381,1392472166,103381852.5,소매업
144,2019-04-01,송산동,25616,1104056762,100885463.3,소매업
353,2019-09-01,송산동,4361,444806659,40299011.92,숙박업
402,2019-10-01,송산동,99963,3924625485,125810035.5,식음료
395,2019-10-01,송산동,4798,612481985,41936678.5,숙박업
445,2019-11-01,송산동,94889,3789476826,124058223.0,식음료
144,2019-04-01,송산동,91559,3764395650,121062555.96,식음료
402,2019-10-01,송산동,29938,1374919449,104841696.25,소매업
89,2019-03-01,송산동,1680,125645500,20954018.09,쇼핑
273,2019-07-01,송산동,27789,1085466252,107362065.85000001,소매업
224,2019-06-01,송산동,4424,540940068,40258622.36,문화레저
127,2019-04-01,송산동,1685,127968243,20177092.66,쇼핑
