,년월,읍면동명,이용자수,이용금액,총 유동인구,업종명
311,2019-08-01,송산동,5822,578533768,43276121.44,숙박업
99,2019-03-01,송산동,3556,515757000,20954018.09,문화레저
230,2019-06-01,송산동,26597,1150949756,100646555.9,소매업
15,2019-01-01,송산동,97416,4116198064,132936819.9,식음료
101,2019-03-01,송산동,92433,3767743520,125724108.54,식음료
57,2019-02-01,송산동,3420,475237470,19640684.61,문화레저
99,2019-03-01,송산동,4037,472801479,41908036.18,숙박업
142,2019-04-01,송산동,4080,589292753,40354185.32,숙박업
313,2019-09-01,송산동,1434,99327030,20149505.96,쇼핑
101,2019-03-01,송산동,26885,1123947446,104770090.45,소매업
273,2019-07-01,송산동,103856,3916194181,128834479.02000001,식음료
389,2019-10-01,송산동,4801,631281090,41936678.5,문화레저
58,2019-02-01,송산동,25083,1175505825,98203423.05,소매업
15,2019-01-01,송산동,4479,740508339,44312273.3,숙박업
202,2019-06-01,송산동,1666,113668750,20129311.18,쇼핑
348,2019-09-01,송산동,4036,500087580,40299011.92,문화레저
187,2019-05-01,송산동,98688,3985248023,125285193.66,식음료
227,2019-06-01,송산동,4498,648090532,40258622.36,숙박업
430,2019-11-01,송산동,4574,617436730,41352741.0,문화레저
141,2019-04-01,송산동,4075,583243580,40354185.32,문화레저
471,2019-12-01,송산동,4431,639486050,43320283.66,문화레저
349,2019-10-01,송산동,1727,118249640,20968339.25,쇼핑
239,2019-07-01,송산동,1827,109701680,21472413.17,쇼핑
52,2019-02-01,송산동,1694,115803850,19640684.61,쇼핑
269,2019-07-01,송산동,4808,552037603,42944826.34,숙박업
488,2019-12-01,송산동,98733,4013138224,129960850.97999999,식음료
13,2019-01-01,송산동,1894,148957478,22156136.65,쇼핑
57,2019-02-01,송산동,3812,563177680,39281369.22,숙박업
481,2019-12-01,송산동,4658,610635696,43320283.66,숙박업
438,2019-11-01,송산동,4572,598268105,41352741.0,숙박업
307,2019-08-01,송산동,3979,408247830,43276121.44,문화레저
187,2019-05-01,송산동,26363,1185425601,104404328.05,소매업
359,2019-09-01,송산동,90978,3461186371,120897035.76000002,식음료
183,2019-05-01,송산동,5188,664914011,41761731.22,문화레저
316,2019-08-01,송산동,32151,1502010725,108190303.6,소매업
265,2019-07-01,송산동,4439,461087410,42944826.34,문화레저
423,2019-12-01,송산동,1476,98447830,21660141.83,쇼핑
58,2019-02-01,송산동,85494,3532552129,117844107.66,식음료
488,2019-12-01,송산동,31528,1463578658,108300709.14999999,소매업
230,2019-06-01,송산동,98591,3877198738,120775867.08000001,식음료
185,2019-05-01,송산동,4481,539330050,41761731.22,숙박업
276,2019-08-01,송산동,1725,105467860,21638060.72,쇼핑
15,2019-01-01,송산동,3818,505091270,22156136.65,문화레저
316,2019-08-01,송산동,113853,4294535164,129828364.32,식음료
15,2019-01-01,송산동,26873,1459723955,110780683.25,소매업
387,2019-11-01,송산동,1562,110531740,20676370.5,쇼핑
145,2019-04-01,아라동,10839,291722280,209773089.7,소매업
58,2019-02-01,아라동,455,59842341,32828397.94,숙박업
188,2019-05-01,아라동,11323,317485795,212270243.45,소매업
59,2019-02-01,아라동,59104,2067174838,196970387.64000002,식음료
350,2019-10-01,아라동,282,15419970,41570586.62,쇼핑
489,2019-12-01,아라동,76924,2778466899,246978227.52000004,식음료
16,2019-01-01,아라동,68350,2360437527,224452995.12000003,식음료
16,2019-01-01,아라동,429,72792111,37408832.52,숙박업
100,2019-03-01,아라동,367,63542067,42321680.56,숙박업
274,2019-07-01,아라동,10111,298552365,195944938.05,소매업
388,2019-11-01,아라동,299,19273410,41554610.91,쇼핑
360,2019-09-01,아라동,10222,341163954,198094432.54999998,소매업
472,2019-12-01,아라동,244,25462390,41163037.92,문화레저
16,2019-01-01,아라동,217,33284950,37408832.52,문화레저
424,2019-12-01,아라동,239,33335998,41163037.92,쇼핑
317,2019-08-01,아라동,10493,340729570,195986090.5,소매업
58,2019-02-01,아라동,184,33248600,32828397.94,문화레저
431,2019-11-01,아라동,365,52485100,41554610.91,문화레저
231,2019-06-01,아라동,10717,390849262,200660071.64999998,소매업
446,2019-11-01,아라동,80524,2521149410,249327665.45999998,식음료
489,2019-12-01,아라동,9864,301650113,205815189.60000002,소매업
228,2019-06-01,아라동,598,163725728,40132014.33,숙박업
142,2019-04-01,아라동,330,42440750,41954617.94,문화레저
360,2019-09-01,아라동,73685,2171085451,237713319.05999997,식음료
188,2019-05-01,아라동,82952,2580300469,254724292.14,식음료
14,2019-01-01,아라동,330,28355880,37408832.52,쇼핑
482,2019-12-01,아라동,629,175378642,41163037.92,숙박업
308,2019-08-01,아라동,309,36291500,39197218.1,문화레저
203,2019-06-01,아라동,264,12243060,40132014.33,쇼핑
439,2019-11-01,아라동,604,183540431,41554610.91,숙박업
270,2019-07-01,아라동,672,84551410,39188987.61,숙박업
53,2019-02-01,아라동,291,14254720,32828397.94,쇼핑
184,2019-05-01,아라동,401,60430100,42454048.69,문화레저
231,2019-06-01,아라동,80876,2432921819,240792085.97999996,식음료
266,2019-07-01,아라동,329,40163100,39188987.61,문화레저
317,2019-08-01,아라동,81564,2557582791,235183308.6,식음료
396,2019-10-01,아라동,636,150875688,41570586.62,숙박업
165,2019-05-01,아라동,347,20014630,42454048.69,쇼핑
312,2019-08-01,아라동,788,166635591,39197218.1,숙박업
90,2019-03-01,아라동,279,31869914,42321680.56,쇼핑
274,2019-07-01,아라동,77102,2373951032,235133925.66000003,식음료
128,2019-04-01,아라동,276,13314150,41954617.94,쇼핑
354,2019-09-01,아라동,526,148067982,39618886.51,숙박업
186,2019-05-01,아라동,560,127374182,42454048.69,숙박업
16,2019-01-01,아라동,10399,329689815,187044162.60000002,소매업
240,2019-07-01,아라동,296,12871450,39188987.61,쇼핑
277,2019-08-01,아라동,362,23270140,39197218.1,쇼핑
100,2019-03-01,아라동,277,46764500,42321680.56,문화레저
143,2019-04-01,아라동,462,107331652,41954617.94,숙박업
225,2019-06-01,아라동,328,54881600,40132014.33,문화레저
145,2019-04-01,아라동,80718,2424755468,251727707.64,식음료
314,2019-09-01,아라동,219,25018690,39618886.51,쇼핑
403,2019-10-01,아라동,83457,2489162405,249423519.72,식음료
102,2019-03-01,아라동,11224,295605221,211608402.8,소매업
59,2019-02-01,아라동,8444,285156210,164141989.70000002,소매업
102,2019-03-01,아라동,79870,2471346254,253930083.36,식음료
390,2019-10-01,아라동,409,51103050,41570586.62,문화레저
403,2019-10-01,아라동,10907,315700796,207852933.1,소매업
349,2019-09-01,아라동,302,33746350,39618886.51,문화레저
446,2019-11-01,아라동,10410,325444001,207773054.54999998,소매업
397,2019-10-01,안덕면,3314,166535066,20735418.19,숙박업
17,2019-01-01,안덕면,4218,134971523,19574817.18,숙박업
404,2019-10-01,안덕면,2274,89966020,103677090.95,소매업
101,2019-03-01,안덕면,2776,119329823,19436133.08,숙박업
315,2019-09-01,안덕면,1788,43472510,18923287.34,쇼핑
313,2019-08-01,안덕면,2954,196604324,21702157.67,숙박업
103,2019-03-01,안덕면,2994,115058940,97180665.39999999,소매업
91,2019-03-01,안덕면,1700,40484130,19436133.08,쇼핑
232,2019-06-01,안덕면,2604,81360060,92616308.5,소매업
275,2019-07-01,안덕면,2365,72603650,90227467.75,소매업
351,2019-10-01,안덕면,2553,61062107,20735418.19,쇼핑
129,2019-04-01,안덕면,1568,39205890,19125360.02,쇼핑
166,2019-05-01,안덕면,1929,46992400,21155619.84,쇼핑
425,2019-12-01,안덕면,2349,57971120,19840649.35,쇼핑
271,2019-07-01,안덕면,3720,177075304,18045493.55,숙박업
144,2019-04-01,안덕면,3504,136452089,19125360.02,숙박업
278,2019-08-01,안덕면,1788,39354320,21702157.67,쇼핑
187,2019-05-01,안덕면,4764,207146712,21155619.84,숙박업
389,2019-11-01,안덕면,2207,57245860,20423441.5,쇼핑
59,2019-02-01,안덕면,3588,129755874,17659989.3,숙박업
318,2019-08-01,안덕면,2647,89169190,108510788.35000001,소매업
490,2019-12-01,안덕면,2110,117220540,99203246.75,소매업
447,2019-11-01,안덕면,2096,95681110,102117207.5,소매업
241,2019-07-01,안덕면,272,4266860,18045493.55,쇼핑
361,2019-09-01,안덕면,2145,97898192,94616436.7,소매업
146,2019-04-01,안덕면,2978,123555870,95626800.1,소매업
483,2019-12-01,안덕면,4950,156047906,19840649.35,숙박업
204,2019-06-01,안덕면,246,6956860,18523261.7,쇼핑
15,2019-01-01,안덕면,2047,51550740,19574817.18,쇼핑
189,2019-05-01,안덕면,2869,98083780,105778099.2,소매업
440,2019-11-01,안덕면,3587,148592010,20423441.5,숙박업
60,2019-02-01,안덕면,2699,120538850,88299946.5,소매업
17,2019-01-01,안덕면,2960,164573926,97874085.9,소매업
54,2019-02-01,안덕면,2105,52733630,17659989.3,쇼핑
355,2019-09-01,안덕면,2263,109023857,18923287.34,숙박업
229,2019-06-01,안덕면,4924,152318313,18523261.7,숙박업
103,2019-03-01,안덕면,31673,1340280249,116616798.47999999,식음료
226,2019-06-01,안덕면,249,27036070,37046523.4,문화레저
318,2019-08-01,안덕면,41569,1846791926,130212946.02000001,식음료
267,2019-07-01,안덕면,229,9134750,36090987.1,문화레저
447,2019-11-01,안덕면,28201,1338113015,122540649.0,식음료
309,2019-08-01,안덕면,241,17397300,43404315.34,문화레저
60,2019-02-01,안덕면,29223,1248688808,105959935.8,식음료
490,2019-12-01,안덕면,28441,1355845840,119043896.1,식음료
232,2019-06-01,안덕면,33859,1535518467,111139570.2,식음료
350,2019-09-01,안덕면,214,13965050,37846574.68,문화레저
59,2019-02-01,안덕면,146,8298060,35319978.6,문화레저
189,2019-05-01,안덕면,34003,1575075740,126933719.04,식음료
185,2019-05-01,안덕면,241,25045090,42311239.68,문화레저
404,2019-10-01,안덕면,32666,1467666556,124412509.14,식음료
101,2019-03-01,안덕면,191,17391550,38872266.16,문화레저
391,2019-10-01,안덕면,233,18488700,41470836.38,문화레저
432,2019-11-01,안덕면,219,14059300,40846883.0,문화레저
17,2019-01-01,안덕면,31886,1374073669,117448903.08000001,식음료
146,2019-04-01,안덕면,31819,1522705305,114752160.11999999,식음료
361,2019-09-01,안덕면,31577,1371171840,113539724.04,식음료
17,2019-01-01,안덕면,162,9853600,39149634.36,문화레저
275,2019-07-01,안덕면,35044,1461225008,108272961.3,식음료
473,2019-12-01,안덕면,201,19977150,39681298.7,문화레저
143,2019-04-01,안덕면,188,16985100,19125360.02,문화레저
233,2019-06-01,애월읍,6239,258914267,204574184.65,소매업
227,2019-06-01,애월읍,1053,37583200,81829673.86,문화레저
426,2019-12-01,애월읍,262,9759500,42372257.75,쇼핑
147,2019-04-01,애월읍,60161,2163813686,247904488.02000004,식음료
18,2019-01-01,애월읍,513,15351200,42001707.54,문화레저
392,2019-10-01,애월읍,888,37433600,85020040.62,문화레저
484,2019-12-01,애월읍,3301,381846851,84744515.5,숙박업
102,2019-03-01,애월읍,2713,296233322,84038859.26,숙박업
276,2019-07-01,애월읍,74644,2618727512,259591654.97999996,식음료
102,2019-03-01,애월읍,606,24355360,42019429.63,문화레저
18,2019-01-01,애월읍,54958,1954165120,252010245.23999998,식음료
316,2019-09-01,애월읍,218,9063540,39389544.82,쇼핑
356,2019-09-01,애월읍,3324,351267593,78779089.64,숙박업
448,2019-11-01,애월읍,64656,2303563148,246815341.02000004,식음료
314,2019-08-01,애월읍,4943,607581610,90382903.96,숙박업
405,2019-10-01,애월읍,7736,290180002,212550101.55,소매업
242,2019-07-01,애월읍,341,12800720,43265275.83,쇼핑
230,2019-06-01,애월읍,3784,446483884,81829673.86,숙박업
319,2019-08-01,애월읍,7813,296901948,225957259.89999998,소매업
390,2019-11-01,애월읍,243,11024140,41135890.17,쇼핑
18,2019-01-01,애월읍,4456,248324990,210008537.7,소매업
144,2019-04-01,애월읍,707,25998700,82634829.34,문화레저
279,2019-08-01,애월읍,351,15599440,45191451.98,쇼핑
362,2019-09-01,애월읍,61986,2151353858,236337268.92,식음료
474,2019-12-01,애월읍,648,23607200,84744515.5,문화레저
433,2019-11-01,애월읍,763,29672600,41135890.17,문화레저
362,2019-09-01,애월읍,6180,270781705,196947724.1,소매업
55,2019-02-01,애월읍,236,11816280,36873975.45,쇼핑
272,2019-07-01,애월읍,4114,512037514,86530551.66,숙박업
188,2019-05-01,애월읍,3827,448078145,85470475.28,숙박업
405,2019-10-01,애월읍,69630,2419494858,255060121.86,식음료
190,2019-05-01,애월읍,66323,2366642481,256411425.83999997,식음료
147,2019-04-01,애월읍,5088,234858390,206587073.35000002,소매업
276,2019-07-01,애월읍,6704,271427316,216326379.14999998,소매업
104,2019-03-01,애월읍,4910,205460979,210097148.15,소매업
319,2019-08-01,애월읍,85057,3089699041,271148711.88,식음료
16,2019-01-01,애월읍,256,10857900,42001707.54,쇼핑
310,2019-08-01,애월읍,963,35153832,90382903.96,문화레저
60,2019-02-01,애월읍,503,19401600,36873975.45,문화레저
104,2019-03-01,애월읍,59303,2103167416,252116577.78,식음료
145,2019-04-01,애월읍,2929,356334229,82634829.34,숙박업
448,2019-11-01,애월읍,7508,296977613,205679450.85000002,소매업
167,2019-05-01,애월읍,273,17182494,42735237.64,쇼핑
268,2019-07-01,애월읍,1221,44686919,43265275.83,문화레저
491,2019-12-01,애월읍,8048,294807641,211861288.75,소매업
398,2019-10-01,애월읍,4092,386115624,85020040.62,숙박업
441,2019-11-01,애월읍,3193,411625388,82271780.34,숙박업
351,2019-09-01,애월읍,854,29305400,78779089.64,문화레저
233,2019-06-01,애월읍,68254,2477492806,245489021.58,식음료
61,2019-02-01,애월읍,4752,198401330,184369877.25,소매업
130,2019-04-01,애월읍,250,25706650,41317414.67,쇼핑
18,2019-01-01,애월읍,2339,275884368,84003415.08,숙박업
60,2019-02-01,애월읍,2150,260934233,73747950.9,숙박업
186,2019-05-01,애월읍,993,31518700,42735237.64,문화레저
61,2019-02-01,애월읍,49951,1778956507,221243852.7,식음료
92,2019-03-01,애월읍,228,10754900,42019429.63,쇼핑
352,2019-10-01,애월읍,221,12446080,42510020.31,쇼핑
190,2019-05-01,애월읍,5656,236077513,213676188.2,소매업
491,2019-12-01,애월읍,64372,2198713674,254233546.5,식음료
205,2019-06-01,애월읍,275,18386820,40914836.93,쇼핑
311,2019-08-01,연동,4369,490610497,54335008.07,문화레저
234,2019-06-01,연동,123517,5507659214,306985164.36,식음료
352,2019-09-01,연동,3984,524238250,50710189.11,문화레저
17,2019-01-01,연동,3948,297983240,111531445.74,쇼핑
206,2019-06-01,연동,3712,300034486,102328388.12,쇼핑
320,2019-08-01,연동,132690,5529188372,326010048.42,식음료
315,2019-08-01,연동,11403,2215926343,108670016.14,숙박업
131,2019-04-01,연동,3591,323987148,104341580.92,쇼핑
105,2019-03-01,연동,14885,423179219,269825965.7,소매업
146,2019-04-01,연동,9230,2013432551,104341580.92,숙박업
148,2019-04-01,연동,13167,417953642,260853952.3,소매업
277,2019-07-01,연동,13729,358076690,270209136.3,소매업
243,2019-07-01,연동,3908,341277558,108083654.52,쇼핑
427,2019-12-01,연동,3194,267134367,109747236.06,쇼핑
449,2019-11-01,연동,13548,430485323,263249519.95000002,소매업
406,2019-10-01,연동,125655,5556964239,319472076.36,식음료
231,2019-06-01,연동,9666,2162292994,102328388.12,숙박업
168,2019-05-01,연동,3989,351916980,106796551.7,쇼핑
320,2019-08-01,연동,14330,398594681,271675040.35,소매업
93,2019-03-01,연동,3609,269292180,107930386.28,쇼핑
191,2019-05-01,연동,12892,405311262,266991379.25,소매업
353,2019-10-01,연동,3740,316832400,106490692.12,쇼핑
19,2019-01-01,연동,15694,506581085,278828614.34999996,소매업
145,2019-04-01,연동,4897,761117218,52170790.46,문화레저
280,2019-08-01,연동,4091,404152750,108670016.14,쇼핑
187,2019-05-01,연동,5761,797599498,53398275.85,문화레저
363,2019-09-01,연동,110661,4783959014,304261134.66,식음료
475,2019-12-01,연동,4377,721736890,54873618.03,문화레저
434,2019-11-01,연동,5006,803462535,52649903.99,문화레저
442,2019-11-01,연동,9760,2799715773,105299807.98,숙박업
391,2019-11-01,연동,3519,267254750,105299807.98,쇼핑
56,2019-02-01,연동,3263,261066895,99483869.68,쇼핑
273,2019-07-01,연동,9859,2089291245,108083654.52,숙박업
189,2019-05-01,연동,10606,2523101142,106796551.7,숙박업
393,2019-10-01,연동,4947,762143870,53245346.06,문화레저
492,2019-12-01,연동,13639,411005310,274368090.15,소매업
19,2019-01-01,연동,8953,2066605581,111531445.74,숙박업
363,2019-09-01,연동,13636,467062241,253550945.55,소매업
105,2019-03-01,연동,115041,5344218521,323791158.84,식음료
449,2019-11-01,연동,121687,5691723281,315899423.94,식음료
191,2019-05-01,연동,127111,5717305933,320389655.1,식음료
317,2019-09-01,연동,3230,278921220,101420378.22,쇼핑
19,2019-01-01,연동,116745,5462726470,334594337.21999997,식음료
399,2019-10-01,연동,10163,2670514031,106490692.12,숙박업
277,2019-07-01,연동,126991,5371687700,324250963.56,식음료
61,2019-02-01,연동,7957,1749861009,99483869.68,숙박업
62,2019-02-01,연동,13951,448527580,248709674.20000002,소매업
148,2019-04-01,연동,114939,5364325400,313024742.76,식음료
103,2019-03-01,연동,4220,625554330,53965193.14,문화레저
269,2019-07-01,연동,4921,547167335,54041827.26,문화레저
228,2019-06-01,연동,4937,658306220,51164194.06,문화레저
485,2019-12-01,연동,9251,2473220009,109747236.06,숙박업
62,2019-02-01,연동,100710,4664978377,298451609.04,식음료
234,2019-06-01,연동,13253,394170854,255820970.3,소매업
492,2019-12-01,연동,120643,5817939305,329241708.17999995,식음료
61,2019-02-01,연동,3459,505413270,49741934.84,문화레저
19,2019-01-01,연동,3810,587687002,55765722.87,문화레저
103,2019-03-01,연동,8695,1947090651,107930386.28,숙박업
357,2019-09-01,연동,8066,1900947683,101420378.22,숙박업
406,2019-10-01,연동,13845,415522450,266226730.3,소매업
104,2019-03-01,영천동,1212,118219720,12396066.594,숙박업
400,2019-10-01,영천동,1483,199232060,12407444.322,숙박업
190,2019-05-01,영천동,1557,160238572,12786499.968,숙박업
274,2019-07-01,영천동,1503,170875447,12110500.742,숙박업
364,2019-09-01,영천동,2234,155971860,28348444.735,소매업
188,2019-05-01,영천동,101,20440800,6393249.984,문화레저
493,2019-12-01,영천동,7083,377970291,24535058.104,식음료
149,2019-04-01,영천동,6672,334459692,25611104.07599996,식음료
20,2019-01-01,영천동,6170,334309840,25581824.016,식음료
63,2019-02-01,영천동,598,117389900,21401890.25599996,소매업
443,2019-11-01,영천동,1494,189381527,11910229.148,숙박업
435,2019-11-01,영천동,122,16667550,5955114.574,문화레저
476,2019-12-01,영천동,107,22764300,6133764.526,문화레저
407,2019-10-01,영천동,7193,351937604,24814888.644,식음료
20,2019-01-01,영천동,1225,94701135,12790912.008,숙박업
278,2019-07-01,영천동,7594,361381730,24221001.484,식음료
364,2019-09-01,영천동,6421,294577108,22678755.788,식음료
146,2019-04-01,영천동,105,28941700,6402776.01899999,문화레저
20,2019-01-01,영천동,786,99204270,25581824.016,소매업
270,2019-07-01,영천동,103,29014000,6055250.371,문화레저
192,2019-05-01,영천동,950,47737940,31966249.92,소매업
63,2019-02-01,영천동,5001,267732481,21401890.25599996,식음료
321,2019-08-01,영천동,1433,164048130,31813840.605,소매업
229,2019-06-01,영천동,110,23881910,5916745.67,문화레저
312,2019-08-01,영천동,94,9535500,6362768.121,문화레저
235,2019-06-01,영천동,811,53494200,29583728.35,소매업
493,2019-12-01,영천동,1592,79826440,30668822.63,소매업
278,2019-07-01,영천동,848,33402290,30276251.855,소매업
147,2019-04-01,영천동,1344,158808630,12805552.03799998,숙박업
106,2019-03-01,영천동,6312,319537311,24792133.188,식음료
104,2019-03-01,영천동,79,11063500,6198033.297,문화레저
450,2019-11-01,영천동,1638,99642770,29775572.87,소매업
316,2019-08-01,영천동,1955,193617386,12725536.242,숙박업
235,2019-06-01,영천동,7388,357813922,23666982.68,식음료
353,2019-09-01,영천동,81,14068500,5669688.947,문화레저
62,2019-02-01,영천동,69,14738500,5350472.56399999,문화레저
407,2019-10-01,영천동,1739,80851930,31018610.805,소매업
18,2019-01-01,영천동,1,330000,6395456.004,쇼핑
20,2019-01-01,영천동,88,16472200,6395456.004,문화레저
192,2019-05-01,영천동,7617,384542530,25572999.936,식음료
232,2019-06-01,영천동,1513,202813615,11833491.34,숙박업
450,2019-11-01,영천동,6817,315725639,23820458.296,식음료
486,2019-12-01,영천동,1628,214855458,12267529.052,숙박업
394,2019-10-01,영천동,113,25428700,6203722.161,문화레저
358,2019-09-01,영천동,1428,150242206,11339377.894,숙박업
62,2019-02-01,영천동,1202,101430050,10700945.12799998,숙박업
106,2019-03-01,영천동,782,78323100,24792133.188,소매업
321,2019-08-01,영천동,8526,394411310,25451072.484,식음료
149,2019-04-01,영천동,680,60459500,32013880.09499995,소매업
132,2019-04-01,영천동,1,550000,6402776.01899999,쇼핑
94,2019-03-01,예래동,56,14588070,15168891.6,쇼핑
322,2019-08-01,예래동,2079,85036345,45297320.685,소매업
64,2019-02-01,예래동,21049,1129232033,47523010.866,식음료
150,2019-04-01,예래동,1496,64684445,38232576.46,소매업
487,2019-12-01,예래동,6630,2825255439,15122455.852,숙박업
147,2019-04-01,예래동,779,72701220,7646515.292,문화레저
271,2019-07-01,예래동,823,64072850,8458641.434,문화레저
169,2019-05-01,예래동,23,8439040,16580546.69799998,쇼핑
207,2019-06-01,예래동,24,14275900,15495039.51599998,쇼핑
317,2019-08-01,예래동,8690,4142986625,18118928.274,숙박업
359,2019-09-01,예래동,6100,2646290084,14185477.836,숙박업
365,2019-09-01,예래동,22611,1144185344,42556433.507999994,식음료
244,2019-07-01,예래동,30,13330830,16917282.868,쇼핑
279,2019-07-01,예래동,1783,57542675,42293207.17,소매업
401,2019-10-01,예래동,7276,3313865678,15804898.254,숙박업
275,2019-07-01,예래동,7720,3433284634,16917282.868,숙박업
279,2019-07-01,예래동,28074,1392533266,50751848.604,식음료
322,2019-08-01,예래동,33695,1741760028,54356784.822000004,식음료
57,2019-02-01,예래동,20,8997350,15841003.622,쇼핑
428,2019-12-01,예래동,18,5967020,7561227.926,쇼핑
193,2019-05-01,예래동,26106,1479434006,49741640.093999945,식음료
392,2019-11-01,예래동,16,2503170,14320827.34599998,쇼핑
477,2019-12-01,예래동,698,60901510,7561227.926,문화레저
21,2019-01-01,예래동,22839,1170912640,50782074.114,식음료
236,2019-06-01,예래동,25814,1442731892,46485118.54799993,식음료
236,2019-06-01,예래동,1673,64472500,38737598.78999995,소매업
193,2019-05-01,예래동,1682,62390270,41451366.74499995,소매업
21,2019-01-01,예래동,500,40920650,8463679.019,문화레저
189,2019-05-01,예래동,1030,93248350,8290273.34899999,문화레저
444,2019-11-01,예래동,6110,2659593586,14320827.34599998,숙박업
233,2019-06-01,예래동,7239,3075386490,15495039.51599998,숙박업
318,2019-09-01,예래동,26,8229550,14185477.836,쇼핑
365,2019-09-01,예래동,1431,94631515,35463694.589999996,소매업
191,2019-05-01,예래동,8047,3259953168,16580546.69799998,숙박업
105,2019-03-01,예래동,6533,2191894036,15168891.6,숙박업
150,2019-04-01,예래동,23011,1315236844,45879091.752000004,식음료
313,2019-08-01,예래동,957,72713580,9059464.137,문화레저
19,2019-01-01,예래동,19,5083750,16927358.038,쇼핑
408,2019-10-01,예래동,1516,68492778,39512245.635000005,소매업
451,2019-11-01,예래동,1276,55366238,35802068.36499995,소매업
436,2019-11-01,예래동,756,69291750,7160413.67299999,문화레저
451,2019-11-01,예래동,22178,1251550263,42962482.03799994,식음료
63,2019-02-01,예래동,6525,2545139241,15841003.622,숙박업
105,2019-03-01,예래동,637,64330720,7584445.8,문화레저
64,2019-02-01,예래동,1402,76666900,39602509.055,소매업
494,2019-12-01,예래동,23589,1288530524,45367367.556,식음료
281,2019-08-01,예래동,30,7079670,18118928.274,쇼핑
21,2019-01-01,예래동,1389,81435170,42318395.095,소매업
494,2019-12-01,예래동,1463,66584665,37806139.63,소매업
354,2019-10-01,예래동,30,10887210,15804898.254,쇼핑
148,2019-04-01,예래동,7279,3024713820,15293030.584,숙박업
21,2019-01-01,예래동,8484,2813994549,16927358.038,숙박업
107,2019-03-01,예래동,1552,66513572,37922229.0,소매업
133,2019-04-01,예래동,28,10276070,15293030.584,쇼핑
395,2019-10-01,예래동,805,72477840,7902449.127,문화레저
107,2019-03-01,예래동,21824,1143402170,45506674.8,식음료
408,2019-10-01,예래동,25702,1431605851,47414694.76200001,식음료
230,2019-06-01,예래동,901,78829520,7747519.75799999,문화레저
63,2019-02-01,예래동,545,47835800,7920501.811,문화레저
354,2019-09-01,예래동,656,55164700,7092738.918,문화레저
393,2019-11-01,오라동,25,18048400,19157577.76,쇼핑
280,2019-07-01,오라동,27601,856934186,93719178.75,식음료
149,2019-04-01,오라동,267,16766800,18401989.6,숙박업
148,2019-04-01,오라동,515,126386570,18401989.6,문화레저
488,2019-12-01,오라동,316,51025980,20231205.99,숙박업
409,2019-10-01,오라동,3917,248455718,94899963.45,소매업
106,2019-03-01,오라동,577,109914650,19517450.44,문화레저
108,2019-03-01,오라동,25202,912359119,97587252.2,식음료
237,2019-06-01,오라동,2740,176419470,88231640.9,소매업
234,2019-06-01,오라동,239,15892700,17646328.18,숙박업
478,2019-12-01,오라동,897,127042700,20231205.99,문화레저
318,2019-08-01,오라동,302,27421197,18873790.3,숙박업
452,2019-11-01,오라동,26702,888340090,95787888.80000001,식음료
396,2019-10-01,오라동,943,124625370,18979992.69,문화레저
151,2019-04-01,오라동,3355,247520130,92009948.0,소매업
22,2019-01-01,오라동,24046,857114031,99260578.4,식음료
194,2019-05-01,오라동,26287,952216894,94831221.0,식음료
355,2019-10-01,오라동,26,10994500,18979992.69,쇼핑
445,2019-11-01,오라동,298,26516300,19157577.76,숙박업
22,2019-01-01,오라동,260,43478000,19852115.68,숙박업
134,2019-04-01,오라동,29,12008900,18401989.6,쇼핑
495,2019-12-01,오라동,3032,210692870,101156029.94999999,소매업
22,2019-01-01,오라동,381,107046330,19852115.68,문화레저
355,2019-09-01,오라동,853,84616650,17711242.68,문화레저
237,2019-06-01,오라동,25761,871951789,88231640.9,식음료
194,2019-05-01,오라동,3106,238072572,94831221.0,소매업
65,2019-02-01,오라동,1720,125209896,91476720.5,소매업
208,2019-06-01,오라동,27,13125100,17646328.18,쇼핑
495,2019-12-01,오라동,26884,955739369,101156029.94999999,식음료
402,2019-10-01,오라동,312,49562065,18979992.69,숙박업
64,2019-02-01,오라동,293,74006010,18295344.1,숙박업
452,2019-11-01,오라동,3712,289004670,95787888.80000001,소매업
272,2019-07-01,오라동,767,76402250,18743835.75,문화레저
65,2019-02-01,오라동,21319,826288154,91476720.5,식음료
319,2019-09-01,오라동,18,12859500,17711242.68,쇼핑
314,2019-08-01,오라동,990,67268630,18873790.3,문화레저
151,2019-04-01,오라동,24791,871557331,92009948.0,식음료
106,2019-03-01,오라동,301,32066320,19517450.44,숙박업
360,2019-09-01,오라동,215,43995720,17711242.68,숙박업
20,2019-01-01,오라동,24,8664200,19852115.68,쇼핑
190,2019-05-01,오라동,609,115264200,18966244.2,문화레저
58,2019-02-01,오라동,18,7532400,18295344.1,쇼핑
231,2019-06-01,오라동,567,86632900,17646328.18,문화레저
22,2019-01-01,오라동,2182,183168265,99260578.4,소매업
409,2019-10-01,오라동,27889,889137456,94899963.45,식음료
276,2019-07-01,오라동,238,17719800,18743835.75,숙박업
280,2019-07-01,오라동,2117,141164004,93719178.75,소매업
192,2019-05-01,오라동,310,19315640,18966244.2,숙박업
323,2019-08-01,오라동,2552,152352860,94368951.5,소매업
323,2019-08-01,오라동,29977,949905310,94368951.5,식음료
245,2019-07-01,오라동,19,8290300,18743835.75,쇼핑
170,2019-05-01,오라동,34,20918650,18966244.2,쇼핑
